['/p/BwKv4uApiYL/'],3.1m,25.6k,-1,0
['/p/BwMbi6RDl1g/'],"8,872",129,-1,0
['/p/Bv_3v-8g_D0/'],19.5k,60,-1,0
['/p/BwKGBvJpvru/'],242,14,-1,0
['/p/BwE0dS0HMyy/'],28.1k,235,-1,0
['/p/BwL6_G9Bl_D/'],"1,902",29,-1,0
['/p/BwO_t3hglRz/'],358,3,-1,0
['/p/BwKAHjnhfmE/'],"7,325",59,-1,0
['/p/BwFLg2jnlu7/'],"5,015",77,-1,0
['/p/BwKc1uNpbQw/'],"2,222",44,-1,0
['/p/BwFCIVaALD6/'],26.6k,509,-1,0
['/p/BwPGrgClK95/'],"1,027",26,-1,0
['/p/BwJ_KkmF2gv/'],20k,123,-1,0
['/p/BwHesblgfvS/'],"2,515",48,-1,0
['/p/BwKcIfOAdmj/'],"1,979",44,-1,0
['/p/Bv-_7pNApaW/'],"3,868",69,-1,1
['/p/Bv9k-QCgswn/'],14.9k,101,-1,1
['/p/BwPfezrh4d7/'],657,4,-1,0
['/p/BwLe3cQgdKA/'],"1,013",7,-1,0
['/p/BwMV9ajgY6V/'],"1,529",106,-1,0
['/p/BwFiv6Ag22j/'],"1,648",23,-1,0
['/p/BwCpgoclPyP/'],662k,"1,510",-1,1
['/p/BwHqodIgXDQ/'],827,13,-1,0
['/p/BwENpSWB03n/'],1m,"2,931",-1,1
['/p/BwLqNdqHBYp/'],"7,717",19,-1,0
['/p/BwMyma4Da5D/'],"3,126",88,-1,0
['/p/BwL9mntAJWM/'],320,6,-1,0
['/p/BwJOkrRl2sf/'],67.9k,340,-1,0
['/p/BwPGoTqFGlF/'],"6,778",47,-1,0
['/p/BwKKcUVlpRt/'],"3,766",40,-1,0
['/p/BwBUsl-lEe5/'],48.7k,254,-1,1
['/p/BuVEOObhfSE/'],"1,376",33,-1,0
['/p/BwMj12UBHPh/'],"9,285",76,-1,0
['/p/BwNvuOhheLE/'],574,13,-1,0
['/p/BwAZi6gh0Rm/'],"4,028",68,-1,0
['/p/BwPfpkghh75/'],"9,693",49,-1,0
['/p/BwN84-wh6xQ/'],578k,"6,610",-1,0
['/p/BwPjYElgLeE/'],"4,333",38,-1,0
['/p/BwJcen2gQgz/'],874,4,-1,0
['/p/BwHIcxPhusp/'],34.8k,158,-1,0
['/p/BwNioO3H59D/'],451,10,-1,0
['/p/BwM0Xdcn5y4/'],44.8k,814,-1,0
['/p/BwM2LZsnLUA/'],883,8,-1,0
['/p/BwB_4p9gJ7_/'],428,4,-1,0
['/p/Bv63NUYA5AK/'],719,12,-1,0
['/p/BwAt3EjHYrO/'],242k,812,-1,0
['/p/BtztsX0FG5s/'],"2,362",61,-1,0
['/p/BwEPiwrnk5L/'],12.5k,135,-1,0
['/p/BwMvQZihzxj/'],"1,658",110,-1,0
['/p/BwNNaasBy9A/'],"2,944",115,-1,0
['/p/BwGJ82XluPx/'],949,8,-1,0
['/p/BwJh-cDl1QP/'],72.4k,724,-1,0
['/p/BwCjr9znoV7/'],39.9k,460,-1,0
['/p/BwO-UD9lb2v/'],925,14,-1,0
['/p/BwPYLXzA5Jt/'],55,0,-1,0
['/p/BwCuC-pBSom/'],555k,964,-1,0
['/p/BwC0EKXhOIO/'],1m,"9,424",-1,0
['/p/BwOQTsCli67/'],"7,834",140,-1,0
['/p/BwOiFsApQU_/'],"3,827",17,-1,0
['/p/BwKDOLKlDKx/'],26.6k,261,-1,0
['/p/BwMIJWKgAcc/'],"2,601",26,-1,0
['/p/BwPOO3rn7C5/'],222,1,-1,0
['/p/BwMD3dDAxAQ/'],113k,"1,659",-1,0
['/p/BwPDbkbnx38/'],582,13,-1,0
['/p/BwAc7CCBtrz/'],20.5k,417,-1,0
['/p/BwGf1ManyhY/'],15.5k,154,-1,0
['/p/Bv95tyzA2Nz/'],740,7,-1,0
['/p/BwO8hyDHRQv/'],11.3k,121,-1,0
['/p/BwPfB6pll4Z/'],50.3k,8,-1,0
['/p/BwNDh0-BLyN/'],74k,294,-1,0
['/p/BwKzxF2n34_/'],"1,322",2,-1,0
['/p/BwAWzsWnFov/'],"1,049",36,-1,0
['/p/BwOSTOUAZnM/'],937,12,-1,0
['/p/BwL_W6QhV-2/'],"6,696",184,-1,0
['/p/BwFUnBynVzi/'],553k,"1,776",-1,0
['/p/BwMjtDtA9zO/'],456,1,-1,0
['/p/BwPNAs0gqDK/'],329,2,-1,0
['/p/Bv9lD27n1KQ/'],"6,426",55,-1,1
['/p/BwPN30tljaM/'],838,8,-1,0
['/p/Bv4TNAMhQzT/'],"5,581",50,-1,0
['/p/BwOrSuWnuBD/'],"4,831",7,-1,0
['/p/BwDW-zEFbx2/'],"1,270",28,-1,0
['/p/BwMm3rIAmJL/'],869k,14.9k,-1,0
['/p/BwKV4n4l0_I/'],"1,700",22,-1,0
['/p/BwPboIAg70e/'],"6,128",30,-1,0
['/p/BwD-nsUAzt9/'],"5,704",67,-1,0
['/p/BwHPmJ5AHGA/'],57.5k,179,-1,1
['/p/BwLP6x4A_f_/'],350,4,-1,0
['/p/BwO88liAors/'],"3,328",8,-1,0
['/p/BwOzG0GnBqM/'],215,4,-1,0
['/p/BwHyVPBHeFP/'],"9,997",60,-1,0
['/p/BwO3xvMB0Pw/'],75.7k,453,-1,0
['/p/BwPJaE-Jqjj/'],"1,870",11,-1,0
['/p/BwJhE40D_xr/'],"1,338",11,-1,0
['/p/BwPKYlKgIlU/'],"2,591",23,-1,0
['/p/BwON3xll7MP/'],"1,138",15,-1,0
['/p/BwD5TjSh72H/'],86.7k,668,-1,0
['/p/BwO_ZesFffI/'],76,0,-1,0
['/p/BwC-5bJlAIa/'],215k,603,-1,0
['/p/BwJ8dHHlCMS/'],16.6k,145,-1,0
['/p/BwPYoD8BG3-/'],"5,097",31,-1,0
['/p/BwL7yYuAYDC/'],"2,309",48,-1,0
['/p/BwLk6r-BwOA/'],"1,601",12,-1,0
['/p/BwKMtfeBv2p/'],11.9k,220,-1,0
['/p/BwL3zd8jpF5/'],"1,801",39,-1,0
['/p/BwPV8F_BNOF/'],21,0,-1,0
['/p/BwBva5zAJuV/'],165,19,-1,0
['/p/BwK4eJkBjk-/'],18.7k,156,-1,0
['/p/BwNN5d8nbi5/'],"4,475",133,-1,0
['/p/BwBHMfGnmS8/'],"1,693",52,-1,0
['/p/BwG91p8B8th/'],41,4,-1,0
['/p/BwJwjqPDP_p/'],"1,792",16,-1,0
['/p/BwO-W-wgl0P/'],87,7,-1,0
['/p/BwFEIvlF4Ud/'],16.7k,70,-1,0
['/p/Bs-92jlh7oG/'],16.2k,252,-1,0
['/p/BwPWDB3FVCV/'],26,2,-1,0
['/p/BwMevmMFAA0/'],865,11,-1,0
['/p/BwEFSkuhoSY/'],14.4k,328,-1,0
['/p/BwEGBUtn626/'],10.2k,171,-1,0
['/p/BwKYi5JnKwx/'],11.9k,125,-1,0
['/p/BwMK6UUFDJP/'],40.3k,346,-1,0
['/p/BwMytvigs2Y/'],"3,613",20,-1,0
['/p/BwK1tDqHsQ3/'],"3,061",33,-1,0
['/p/BwPa8DDBaFe/'],775,7,-1,0
['/p/BwKIQjsjrEb/'],30k,143,-1,0
['/p/BwFNwyFnEmM/'],115k,809,-1,1
['/p/BwOhS2PhMJf/'],"2,632",12,-1,0
['/p/BwPaZNzAYAX/'],29,0,-1,0
